Grid_ID,Temperature_Difference_Mid_Century,Temperature_Difference_End_of_Century
21559,0.44888306,1.6168213
21560,0.46432495,1.6496582
21561,0.46981812,1.6549072
21562,0.47555542,1.6592102
21563,0.47976685,1.6676636
21564,0.47183228,1.6828003
21565,0.45773315,1.6891174
21566,0.44796753,1.7024841
21567,0.42523193,1.7127991
21568,0.41329956,1.7041626
21569,0.3991394,1.6882019
21570,0.38842773,1.6779175
21571,0.4074707,1.691742
21572,0.43359375,1.6981812
21573,0.46392822,1.7020569
21574,0.47763062,1.7298584
21575,0.47650146,1.7779236
21576,0.4967041,1.8195801
21577,0.5031128,1.8505859
21578,0.48861694,1.8690491
21579,0.48635864,1.8888855
21580,0.49960327,1.9099426
21581,0.5100403,1.9329224
21582,0.51745605,1.9606018
21583,0.51815796,1.9741516
21584,0.5242615,1.9704285
21585,0.52978516,1.9655457
21586,0.5425415,1.9779053
21587,0.5496521,1.9887695
21588,0.57302856,2.0134583
21589,0.649292,2.0811768
21590,0.7125244,2.136383
21591,0.749115,2.1726074
21592,0.76394653,2.178772
21593,0.7731018,2.1732178
21594,0.7863159,2.17453
21595,0.8069153,2.192627
21596,0.82525635,2.1959534
21597,0.8357239,2.1927795
21598,0.84454346,2.1882935
21599,0.85739136,2.1912231
21600,0.86538696,2.2001343
21601,0.87164307,2.2062073
21602,0.8835144,2.2128906
21603,0.89276123,2.222992
21604,0.8869934,2.222412
21605,0.8843384,2.2274475
21606,0.89172363,2.2318115
21607,0.8836365,2.2300415
21608,0.87020874,2.2328796
21609,0.8788452,2.2383423
21610,0.86660767,2.179535
21611,0.8359375,2.0967102
21612,0.81851196,2.0249329
21613,0.7418518,2.0213013
21614,0.69625854,2.027832
21615,0.68362427,2.0211182
21616,0.66101074,1.967865
21617,0.65304565,1.9414062
21618,0.66226196,2.0006409
21619,0.6920471,2.0279236
21620,0.68374634,2.0233154
21621,0.74542236,1.9960632
21622,0.8117676,1.9478455
21623,0.8457947,1.8694153
21624,0.84368896,1.8048096
21625,0.8262024,1.7527771
21626,0.7789612,1.7050476
21627,0.77697754,1.7636719
21628,0.8201904,1.8503723
21629,0.79525757,1.8894653
21630,0.77597046,1.8799744
21631,0.78234863,1.8757019
21632,0.7401428,1.8606262
21633,0.7836914,1.8428345
21634,0.815979,1.7880554
21635,0.8887634,1.7883606
21636,0.8562012,1.8946228
21637,0.8186035,1.9302979
21638,0.77282715,1.9185791
21639,0.75177,1.8991699
21640,0.7609558,1.8901062
21641,0.776886,1.8772888
21642,0.79067993,1.86203
21643,0.7991333,1.8670654
21644,0.80596924,1.8921204
21645,0.8113098,1.9060974
21646,0.8194885,1.9012451
21647,0.8351135,1.9060974
21648,0.8543396,1.932312
21649,0.8581238,1.9222717
21650,0.84747314,1.8748779
21651,0.815094,1.8890991
21652,0.8250427,1.9416809
21653,0.86917114,2.1440125
21654,1.0627441,3.0020752
21655,1.0911865,3.258728
21656,1.0848389,3.3632202
21657,1.1153259,3.4240723
21658,1.1801758,3.5043335
21659,1.26474,3.714203
21660,1.3474426,3.8933716
21661,1.4203186,3.9759521
21662,1.4562073,3.875061
21663,1.4870605,3.6733093
21664,1.2306824,2.9477234
21665,1.4011841,3.2383118
21666,1.3345642,3.196289
21667,1.3824768,3.319397
21668,1.3863525,3.3143616
21669,1.2899475,3.1147766
21670,1.361969,3.063263
21671,1.4257202,2.944458
21672,1.4050598,2.7828674
21673,1.3852844,2.6527405
21674,1.3342285,2.5668335
21675,1.3169556,2.6368713
21676,1.2424316,2.5429382
21677,1.1576233,2.468628
21678,1.146698,2.4477234
21679,1.1573486,2.4203796
21680,1.1246948,2.4248047
21681,1.12323,2.4302673
21682,1.1411133,2.44635
21683,1.1280823,2.4804993
21684,1.1078491,2.477234
21685,1.0838623,2.4461365
21686,1.0710449,2.4376526
21687,1.0676575,2.4597473
21688,1.0582275,2.4667969
21689,1.0644226,2.4702148
21690,1.0927429,2.605713
21691,1.1562195,2.726654
21692,1.1064453,2.6473694
21693,1.098053,2.5401917
21694,1.0870972,2.4668274
21695,1.0903625,2.4460144
21696,1.0785217,2.433014
21697,1.0126648,2.4112854
21698,0.991333,2.3544006
21699,0.9972534,2.4274292
21700,1.0010376,2.4797668
21701,1.0101318,2.4848328
21702,1.0222778,2.4981995
21703,1.0386047,2.5290833
21704,1.0574646,2.55542
21705,1.0578003,2.5489807
21706,1.0512695,2.5412292
21707,1.0575562,2.5479126
21708,1.0640564,2.54599
21709,1.0630493,2.526886
21710,1.0565491,2.507019
21711,1.0598145,2.4988403
21712,1.0743408,2.4891968
21713,1.0869141,2.4777527
21714,1.0993652,2.4824524
21715,1.1117554,2.4995728
21716,1.1215515,2.5080261
21717,1.1305847,2.5127869
21718,1.143158,2.5265198
21719,1.1618958,2.5446472
21720,1.1784668,2.5601501
21721,1.1912842,2.5763855
21722,1.2047424,2.5969849
21723,1.2221069,2.607605
21724,1.2409668,2.6048584
21725,1.2640076,2.603119
21726,1.2911987,2.605835
21727,1.3111572,2.602539
21728,1.3190918,2.5904236
21729,1.3196411,2.5785217
21730,1.3161316,2.5698547
21731,1.3090515,2.5623474
21732,1.3089905,2.5582886
21733,1.3160095,2.5500183
21734,1.3166504,2.5297852
21735,1.3105774,2.5065308
21736,1.3063965,2.4992065
21737,1.3027954,2.495636
21738,1.2868347,2.4798584
21739,1.253479,2.4554138
21740,1.2123108,2.438263
21741,1.1672668,2.4115295
21742,1.1255798,2.3693237
21743,1.0877075,2.3353577
21744,1.0645752,2.331787
21745,1.0548706,2.3386536
21746,1.0503235,2.3406067
21747,1.0478821,2.3419495
21748,1.0404663,2.3431396
21749,1.0195007,2.3323975
21750,0.989563,2.2975464
21751,0.95788574,2.2604065
21752,0.9364929,2.2294617
21753,0.9072571,2.1910706
21754,0.86260986,2.139038
21755,0.8040161,2.0993652
21756,0.77041626,2.0800781
21757,0.7492676,2.0560608
21758,0.7153015,2.0170898
21759,0.6791992,1.9897156
21760,0.64660645,1.9700317
21761,0.61569214,1.9526062
21762,0.5826111,1.9320374
21763,0.5572815,1.9244995
21764,0.538208,1.9179077
21765,0.52523804,1.9060364
21766,0.5126648,1.8986206
21767,0.50167847,1.8980103
21768,0.48898315,1.8905945
21769,0.4784546,1.8892212
21770,0.46569824,1.8985596
21771,0.44805908,1.9105225
21772,0.43310547,1.9095459
21773,0.43026733,1.9040833
21774,0.43518066,1.9137878
21775,0.43185425,1.9279785
21776,0.41714478,1.9271545
21777,0.4059143,1.9338379
21778,0.4020996,1.9595947
21779,0.39682007,1.9728699
21780,0.3918152,1.9788513
21781,0.40856934,1.9958496
21782,0.44577026,2.023407
21783,0.47943115,2.0272522
21784,0.5028076,2.0299072
21785,0.5322876,2.0550537
21786,0.56018066,2.0927734
21787,0.57232666,2.0982666
21788,0.57315063,2.1018982
21789,0.5833435,2.1405334
21790,0.5993042,2.1840515
21791,0.60321045,2.1933289
21792,0.60720825,2.1987305
21793,0.63165283,2.2445374
21794,0.65740967,2.2809143
21795,0.658844,2.2693787
21796,0.65808105,2.2584534
21797,0.68029785,2.299652
21798,0.697052,2.3373718
21799,0.68618774,2.3218994
21800,0.68392944,2.315979
21801,0.7107849,2.3381348
21802,0.7322693,2.3360596
21803,0.7154846,2.2631226
21804,0.6994324,2.1991882
21805,0.67575073,2.135559
21806,0.5907593,1.9837341
21807,0.48812866,1.8288574
21808,0.5187073,1.94104
21809,0.74505615,2.3907776
21810,1.2841187,3.5331116
21811,1.629303,4.194092
21812,1.8129883,4.410309
21813,1.7998047,4.2147217
21814,1.623169,3.8087158
21815,1.3995667,3.5506592
21816,1.2532654,3.353363
21817,1.1735535,3.2052307
21818,1.0483093,3.1065063
21819,0.89416504,3.033966
21820,0.8310547,3.0497742
21821,0.90197754,3.0353394
21822,0.96469116,2.9754944
21823,0.9874573,2.9635315
21824,1.0474243,2.9396973
21825,1.1164551,2.9465027
21826,1.12323,2.8916016
21827,1.1347961,2.874115
21828,1.1860046,2.7828674
21829,1.1715088,2.784546
21830,1.1048889,2.819641
21831,1.1079407,2.8382263
21832,1.149231,2.7646484
21833,1.1705017,2.5242615
21834,1.161438,2.4328003
21835,1.176239,2.4415894
21836,1.1773682,2.449768
21837,1.1548767,2.41922
21838,1.1257629,2.3948975
21839,1.1104126,2.3192139
21840,1.0924377,2.303894
21841,1.0661926,2.3066406
21842,1.0479736,2.2965698
21843,1.0497742,2.3000793
21844,1.0189514,2.2926025
21845,1.0201111,2.2936401
21846,1.0064697,2.2811584
21847,0.97558594,2.2505493
21848,0.9555054,2.2214966
21849,0.9272766,2.1893616
21850,0.9208679,2.1674194
21851,0.8838196,2.1492615
21852,0.86294556,2.1356812
21853,0.85910034,2.1263123
21854,0.8171692,2.0917053
21855,0.77667236,2.06427
21856,0.7590027,2.0449524
21857,0.7681885,2.06958
21858,0.7675781,2.1041565
21859,0.7522278,2.1157227
21860,0.74386597,2.114685
21861,0.74731445,2.128662
21862,0.74710083,2.1532288
21863,0.7520752,2.1947021
21864,0.7588196,2.228302
21865,0.7564087,2.2346802
21866,0.755188,2.235199
21867,0.7886963,2.2528992
21868,0.80081177,2.2790222
21869,0.77041626,2.2966003
21870,0.7724304,2.32016
21871,0.7659302,2.3254395
21872,0.7432556,2.3031006
21873,0.7258301,2.3038635
21874,0.70040894,2.332306
21875,0.68670654,2.3710632
21876,0.6820984,2.3959656
21877,0.69747925,2.4109497
21878,0.7315979,2.4424438
21879,0.7731323,2.4551392
21880,0.7869568,2.4508667
21881,0.7862854,2.4594116
21882,0.76831055,2.4832458
21883,0.73220825,2.48349
21884,0.71273804,2.463623
21885,0.71813965,2.4630127
21886,0.73654175,2.494629
21887,0.75704956,2.52063
21888,0.7713623,2.5083313
21889,0.7714844,2.5528564
21890,0.8155823,2.6123047
21891,0.8316345,2.6289978
21892,0.86828613,2.66687
21893,0.9411316,2.7043457
21894,0.9397888,2.6930237
21895,0.87094116,2.7026062
21896,0.84884644,2.7250366
21897,0.8005066,2.726715
21898,0.84002686,2.7096558
21899,0.8904114,2.7101746
21900,0.9069519,2.7013245
21901,0.9439392,2.7198792
21902,0.9326782,2.7307434
21903,0.96469116,2.7734375
21904,0.9613037,2.74057
21905,0.9675598,2.7289124
21906,0.9654236,2.7051697
21907,1.0219116,2.6495972
21908,0.9851074,2.5610352
21909,0.92840576,2.4396667
21910,0.84576416,2.2540283
21911,0.7902832,2.167328
21912,0.9072876,2.4161987
21913,0.8976135,2.3865356
21914,0.83496094,2.3413696
21915,0.73880005,2.2910156
21916,0.72195435,2.2815247
21917,0.7031555,2.2781067
21918,0.72421265,2.3150024
21919,0.7442932,2.3220215
21920,0.73651123,2.3218384
21921,0.6763916,2.2156982
21922,0.6131592,2.0379639
21923,0.5576477,1.8868408
21924,0.5627136,1.8245544
21925,0.5341797,1.8010864
21926,0.5666504,1.7811279
21927,0.5809021,1.7958984
21928,0.51708984,1.7969666
21929,0.4507141,1.72406
21930,0.44088745,1.6443481
21931,0.47976685,1.6721802
21932,0.5010681,1.7162476
21933,0.52526855,1.7822571
21934,0.50997925,1.808075
21935,0.48693848,1.7832336
21936,0.46447754,1.7315063
21937,0.4560547,1.7076416
21938,0.44821167,1.6721191
21939,0.43191528,1.6479492
21940,0.44366455,1.666565
21941,0.44607544,1.6798096
21942,0.45959473,1.7133789
21943,0.47052002,1.7468262
21944,0.49328613,1.7703552
21945,0.480011,1.7666016
21946,0.47702026,1.7657471
21947,0.4671936,1.7746887
21948,0.47424316,1.7808228
21949,0.46569824,1.7707214
21950,0.4680481,1.7813416
21951,0.4706726,1.8039856
21952,0.45947266,1.7993164
21953,0.45483398,1.7845154
21954,0.459198,1.7736816
21955,0.4727173,1.7806702
21956,0.506958,1.8222656
21957,0.5062256,1.8441772
21958,0.48919678,1.8939819
21959,0.5057068,1.949646
21960,0.52685547,1.9850769
21961,0.5357971,2.0019836
21962,0.5449524,2.010498
21963,0.5609436,2.024292
21964,0.57006836,2.0357056
21965,0.57650757,2.0503235
21966,0.57141113,2.062622
21967,0.5602417,2.073883
21968,0.5685425,2.092987
21969,0.6008606,2.1224976
21970,0.6271057,2.1541138
21971,0.65512085,2.182129
21972,0.6933899,2.2166748
21973,0.71984863,2.2320557
21974,0.7416687,2.2417603
21975,0.76013184,2.2540894
21976,0.7706604,2.2545166
21977,0.78149414,2.2506104
21978,0.7961426,2.2599182
21979,0.8156433,2.2648315
21980,0.8316345,2.2608948
21981,0.8357544,2.2525024
21982,0.84173584,2.2494202
21983,0.8594055,2.2605286
21984,0.87994385,2.2843933
21985,0.89871216,2.3047485
21986,0.9046631,2.3018188
21987,0.8987732,2.2848816
21988,0.91067505,2.2871704
21989,0.9393921,2.3052063
21990,0.952301,2.3050537
21991,0.93829346,2.2894592
21992,0.9199524,2.270172
21993,0.89852905,2.239685
21994,0.86117554,2.183136
21995,0.8302002,2.1200562
21996,0.8350525,2.0972595
21997,0.8363037,2.073944
21998,0.81118774,2.013031
21999,0.7673645,1.9333496
22000,0.6967468,1.8659363
22001,0.6595459,1.8483582
22002,0.6435547,1.8482361
22003,0.6376343,1.8432007
22004,0.6506958,1.8297424
22005,0.68048096,1.8166504
22006,0.73898315,1.8109436
22007,0.8151245,1.778717
22008,0.8444214,1.7287292
22009,0.8245239,1.6596375
22010,0.78097534,1.6043701
22011,0.7628784,1.6634827
22012,0.7446594,1.7042847
22013,0.72576904,1.7298889
22014,0.77227783,1.8224487
22015,0.8149414,1.7954712
22016,0.7923279,1.7478027
22017,0.7947693,1.7735901
22018,0.77545166,1.7424011
22019,0.8607178,1.8049622
22020,0.9102173,1.9055176
22021,0.8695679,1.9561768
22022,0.8180542,1.9567871
22023,0.7736206,1.9241028
22024,0.77871704,1.918457
22025,0.7943115,1.9060364
22026,0.80563354,1.8831482
22027,0.8083496,1.8830872
22028,0.8069763,1.9055176
22029,0.80422974,1.9120483
22030,0.8127136,1.9000549
22031,0.85150146,1.8929443
22032,0.8617859,1.8820801
22033,0.84298706,1.8148804
22034,0.8088684,1.8295593
22035,0.8490906,1.8905334
22036,0.9813843,2.11026
22037,1.1153259,2.91214
22038,1.187439,3.2933655
22039,1.2345581,3.547821
22040,1.2260132,3.6506348
22041,1.2798767,3.7102356
22042,1.3041687,3.7962036
22043,1.3423462,3.9817505
22044,1.3843994,4.2237244
22045,1.4362488,4.4020386
22046,1.4961853,4.314575
22047,1.5376282,4.049591
22048,1.5687866,3.733551
22049,1.4778442,3.3408813
22050,1.3646545,3.1886902
22051,1.3027649,3.112671
22052,1.2760925,3.0408325
22053,1.2036743,2.9181824
22054,1.2769165,2.941986
22055,1.3617554,2.801056
22056,1.3231201,2.7330933
22057,1.3543701,2.6140747
22058,1.3140869,2.5759888
22059,1.200592,2.534729
22060,1.1589661,2.4969177
22061,1.1852722,2.491394
22062,1.186554,2.5039368
22063,1.1685486,2.4375916
22064,1.1218262,2.3794556
22065,1.098999,2.3761902
22066,1.0866394,2.4178772
22067,1.0833435,2.4438782
22068,1.0798645,2.4470215
22069,1.0697937,2.428955
22070,1.069458,2.4360352
22071,1.0736389,2.4847107
22072,1.0787659,2.519165
22073,1.08255,2.5408936
22074,1.1867065,2.775116
22075,1.1021118,2.6150818
22076,1.0897217,2.5589294
22077,1.0634766,2.4429626
22078,1.0157166,2.3910522
22079,1.0086365,2.3954773
22080,0.9904175,2.3952637
22081,0.94854736,2.362671
22082,0.9668579,2.3445435
22083,0.9857483,2.4075623
22084,0.995636,2.4643555
22085,1.006958,2.4788513
22086,1.0195007,2.4874573
22087,1.0198364,2.5087585
22088,1.0202637,2.533142
22089,1.0167236,2.5410767
22090,1.0158386,2.5445251
22091,1.0272827,2.5585632
22092,1.039917,2.560913
22093,1.0429993,2.5437927
22094,1.0409241,2.5264893
22095,1.0447998,2.518097
22096,1.0552063,2.5096436
22097,1.0665894,2.500824
22098,1.0817871,2.5085754
22099,1.0984192,2.5263672
22100,1.1138306,2.532074
22101,1.1246948,2.5308533
22102,1.1404419,2.5384216
22103,1.1612549,2.5497437
22104,1.1818237,2.5578308
22105,1.1986084,2.5682983
22106,1.2126465,2.5802612
22107,1.2251892,2.582367
22108,1.2402649,2.5768738
22109,1.2593079,2.578064
22110,1.2801819,2.5842285
22111,1.292633,2.574768
22112,1.299408,2.5647888
22113,1.3054504,2.5598145
22114,1.3072205,2.5483093
22115,1.3042297,2.535553
22116,1.3072205,2.532135
22117,1.3140869,2.5302124
22118,1.3152161,2.5116882
22119,1.3103333,2.4815674
22120,1.3045654,2.4692993
22121,1.2967224,2.463562
22122,1.275238,2.4414368
22123,1.2416382,2.414032
22124,1.2046509,2.399109
22125,1.1703796,2.3799744
22126,1.1313477,2.3408508
22127,1.0985107,2.312622
22128,1.0848694,2.3179932
22129,1.0796814,2.33313
22130,1.0767822,2.3301697
22131,1.0679321,2.3248901
22132,1.0611267,2.3276367
22133,1.0450134,2.312317
22134,1.0065308,2.2671814
22135,0.96743774,2.2282104
22136,0.93807983,2.2033691
22137,0.9057007,2.165985
22138,0.8547058,2.116272
22139,0.79971313,2.0828552
22140,0.76953125,2.0663452
22141,0.75027466,2.0342712
22142,0.7112732,1.9790039
22143,0.6671753,1.9450378
22144,0.6330261,1.9258118
22145,0.6018677,1.9009094
22146,0.5685425,1.8809509
22147,0.5467224,1.8839111
22148,0.53793335,1.8814697
22149,0.52893066,1.8644714
22150,0.5186157,1.855835
22151,0.50946045,1.8653564
22152,0.50006104,1.8626099
22153,0.4859619,1.8421936
22154,0.4703369,1.8320618
22155,0.45510864,1.832428
22156,0.4393921,1.8272095
22157,0.42822266,1.8121643
22158,0.42388916,1.8226013
22159,0.41583252,1.8469238
22160,0.3991394,1.8515625
22161,0.3885193,1.8542175
22162,0.3904419,1.8731384
22163,0.3977356,1.8941345
22164,0.40429688,1.9052124
22165,0.42736816,1.928772
22166,0.4694519,1.9714355
22167,0.49951172,1.9978027
22168,0.50860596,2.0045776
22169,0.52233887,2.0212402
22170,0.5470276,2.0453491
22171,0.5644226,2.0617676
22172,0.5701599,2.0767517
22173,0.5833435,2.117096
22174,0.6013794,2.1545105
22175,0.6071167,2.1602173
22176,0.6130676,2.1739502
22177,0.63775635,2.215332
22178,0.6616821,2.2484436
22179,0.6581116,2.2322083
22180,0.6536865,2.2305603
22181,0.6706238,2.2706604
22182,0.6836853,2.295227
22183,0.6734314,2.2780457
22184,0.6737671,2.2695007
22185,0.693573,2.2782288
22186,0.6984863,2.244629
22187,0.6682739,2.145874
22188,0.6385193,2.0662231
22189,0.5913696,1.9910278
22190,0.5145874,1.8857727
22191,0.45440674,1.8233643
22192,0.5308533,1.9947815
22193,0.71987915,2.3494568
22194,1.0215759,2.920166
22195,1.429657,3.8153992
22196,1.6719971,4.1772766
22197,1.8013916,4.3181458
22198,1.6625061,3.9011536
22199,1.3587646,3.5211792
22200,1.2148743,3.3027344
22201,1.1170349,3.1464844
22202,0.95526123,3.0071716
22203,0.8347473,2.9596252
22204,0.8246765,3.0254211
22205,0.8940735,3.0377808
22206,0.94918823,2.971283
22207,1.0181274,3.000702
22208,1.0892639,2.9771729
22209,1.1401367,2.927185
22210,1.163147,2.8605347
22211,1.2043762,2.8420105
22212,1.2023315,2.7416687
22213,1.2215576,2.7816467
22214,1.1878052,2.7600098
22215,1.1624756,2.614624
22216,1.1270447,2.8014832
22217,1.1575928,2.7174988
22218,1.155304,2.518158
22219,1.1477356,2.4737244
22220,1.1498413,2.4665222
22221,1.1442871,2.4701538
22222,1.1213379,2.4205933
22223,1.1375122,2.4117126
22224,1.1072693,2.3783264
22225,1.0608215,2.3572388
22226,1.0549927,2.348114
22227,1.0428162,2.3273315
22228,1.0395203,2.317627
22229,1.0255127,2.3017578
22230,1.008728,2.287262
22231,0.99105835,2.2704163
22232,0.9744568,2.253601
22233,0.9496765,2.2449036
22234,0.9186096,2.233612
22235,0.89660645,2.2206116
22236,0.88513184,2.1906738
22237,0.87905884,2.1842651
22238,0.86538696,2.1877136
22239,0.8506775,2.2036743
22240,0.83026123,2.1879883
22241,0.81829834,2.1870728
22242,0.8025818,2.198639
22243,0.79003906,2.1989746
22244,0.7831116,2.1947632
22245,0.80059814,2.2174683
22246,0.8198242,2.2566528
22247,0.81552124,2.2856445
22248,0.8053894,2.2842407
22249,0.798645,2.2843933
22250,0.7968445,2.2763977
22251,0.7895813,2.2566833
22252,0.7640991,2.2664795
22253,0.7295532,2.2694092
22254,0.7017517,2.282837
22255,0.7347107,2.319641
22256,0.7248535,2.3012695
22257,0.70977783,2.3012085
22258,0.70703125,2.3384705
22259,0.727417,2.3707275
22260,0.7331848,2.3607178
22261,0.7420044,2.361969
22262,0.7772217,2.4006653
22263,0.83288574,2.434967
22264,0.8356323,2.449524
22265,0.80340576,2.4416504
22266,0.7882385,2.4646606
22267,0.78186035,2.49646
22268,0.762146,2.4968567
22269,0.75064087,2.4752197
22270,0.74853516,2.4625854
22271,0.758667,2.4783936
22272,0.7646179,2.44693
22273,0.7477722,2.467102
22274,0.7364502,2.4901123
22275,0.77053833,2.5041199
22276,0.7775879,2.5257874
22277,0.8293762,2.5585327
22278,0.87158203,2.5706177
22279,0.8412781,2.6288757
22280,0.7675781,2.6443481
22281,0.7453613,2.624878
22282,0.8164978,2.6471252
22283,0.87683105,2.6687927
22284,0.8724365,2.6587524
22285,0.8657837,2.67453
22286,0.9234619,2.6998596
22287,0.9562073,2.6777344
22288,0.96469116,2.6509705
22289,0.9082947,2.5804443
22290,0.928772,2.4734497
22291,0.97042847,2.413147
22292,1.0461121,2.4396667
22293,1.052185,2.4010925
22294,0.96377563,2.3409119
22295,0.8381653,2.0169373
22296,0.8416748,2.1686096
22297,0.82922363,2.1906738
22298,0.81832886,2.1991882
22299,0.7895813,2.2087402
22300,0.78466797,2.2398682
22301,0.77368164,2.2848816
22302,0.7977295,2.3252258
22303,0.79403687,2.3571472
22304,0.7793884,2.3861084
22305,0.74035645,2.3227844
22306,0.6694336,2.1459656
22307,0.5944824,1.9975281
22308,0.5837097,1.9771423
22309,0.5965576,1.9328918
22310,0.65200806,1.9023132
22311,0.6534424,1.8839111
22312,0.6191101,1.8660583
22313,0.56692505,1.8194885
22314,0.54278564,1.782074
22315,0.5315552,1.7671814
22316,0.53302,1.7881165
22317,0.5496826,1.8525085
22318,0.51794434,1.8783875
22319,0.48937988,1.8692932
22320,0.47549438,1.8678894
22321,0.45233154,1.8493042
22322,0.44451904,1.8256531
22323,0.46191406,1.817627
22324,0.47833252,1.8147583
22325,0.50457764,1.8256226
22326,0.48233032,1.8316956
22327,0.47869873,1.8346252
22328,0.49420166,1.8528748
22329,0.49142456,1.8562317
22330,0.5093689,1.8751831
22331,0.52511597,1.8972473
22332,0.5434265,1.9079285
22333,0.56118774,1.921936
22334,0.56777954,1.9320068
22335,0.5482788,1.9411011
22336,0.5523987,1.9505005
22337,0.5569763,1.9501648
22338,0.5640564,1.9573364
22339,0.5619507,1.9777832
22340,0.55685425,2.0091248
22341,0.54452515,2.0445251
22342,0.5246277,2.0752563
22343,0.5284729,2.1052856
22344,0.5468445,2.1351624
22345,0.5699158,2.1475525
22346,0.5812988,2.1539612
22347,0.5826111,2.1483154
22348,0.5821533,2.1530457
22349,0.58569336,2.164154
22350,0.5843811,2.1889954
22351,0.5895691,2.2174072
22352,0.61880493,2.2528381
22353,0.6463928,2.2779846
22354,0.6604614,2.2920227
22355,0.67944336,2.299652
22356,0.69418335,2.3007202
22357,0.70532227,2.2885132
22358,0.7102356,2.273346
22359,0.72036743,2.2705383
22360,0.7352295,2.2735596
22361,0.75149536,2.2815857
22362,0.76431274,2.2877197
22363,0.7765503,2.2879639
22364,0.7961731,2.2884521
22365,0.81277466,2.2851868
22366,0.83621216,2.2821655
22367,0.8666687,2.2884521
22368,0.8925476,2.3038635
22369,0.91192627,2.3048096
22370,0.9230652,2.2893066
22371,0.9399414,2.2776794
22372,0.9725952,2.2887878
22373,0.99365234,2.3020935
22374,0.986969,2.2879028
22375,0.9624634,2.2506714
22376,0.9403076,2.2233582
22377,0.911499,2.2075806
22378,0.86990356,2.1734314
22379,0.83813477,2.137085
22380,0.8594971,2.1384277
22381,0.89797974,2.13266
22382,0.9057007,2.0841064
22383,0.8540039,1.9916687
22384,0.8010864,1.9407043
22385,0.7758179,1.8982544
22386,0.7529602,1.856781
22387,0.7067261,1.8048096
22388,0.6966553,1.7583008
22389,0.6994324,1.7296753
22390,0.7136841,1.733429
22391,0.8223572,1.7987366
22392,0.88375854,1.873169
22393,0.87875366,1.8673401
22394,0.856781,1.8562012
22395,0.81066895,1.8643188
22396,0.79901123,1.9909363
22397,0.7698059,1.9976807
22398,0.749115,1.960907
22399,0.7720032,1.84552
22400,0.80758667,1.7675781
22401,0.82751465,1.7334595
22402,0.80752563,1.7244873
22403,0.846344,1.7565002
22404,0.85946655,1.8130493
22405,0.847229,1.8529053
22406,0.8656616,1.903656
22407,0.8404541,1.9274597
22408,0.8363037,1.9552917
22409,0.83618164,1.9659424
22410,0.82839966,1.9615173
22411,0.82321167,1.963501
22412,0.8130188,1.9550171
22413,0.80163574,1.9054871
22414,0.83929443,1.8669128
22415,0.87442017,1.8652954
22416,0.8838806,1.7663574
22417,0.87319946,1.7840576
22418,0.8599243,1.9796753
22419,0.8966675,2.2282104
22420,1.1555786,2.9146423
22421,1.2504578,3.271759
22422,1.3101196,3.552063
22423,1.3322754,3.754486
22424,1.3468628,3.8706055
22425,1.367279,3.935791
22426,1.3845825,4.0016174
22427,1.4522095,4.1450195
22428,1.4472961,4.312622
22429,1.4028625,4.3837585
22430,1.4361572,4.3774414
22431,1.5627747,4.2646484
22432,1.6466675,3.9830627
22433,1.48172,3.3484802
22434,1.3981018,3.2037354
22435,1.2228088,2.942505
22436,1.1719971,2.7887268
22437,1.220581,2.8086853
22438,1.2070007,2.816803
22439,1.2012024,2.7483215
22440,1.2758789,2.7392578
22441,1.2927856,2.669281
22442,1.3346252,2.6620483
22443,1.2754822,2.594635
22444,1.1793213,2.4396973
22445,1.1138611,2.346222
22446,1.1847534,2.4529114
22447,1.1828918,2.5245361
22448,1.1253357,2.4233093
22449,1.0982971,2.296997
22450,1.0911255,2.2949219
22451,1.0701599,2.3505554
22452,1.0686951,2.3978271
22453,1.0618591,2.4005737
22454,1.0626831,2.4315796
22455,1.0697021,2.5072021
22456,1.081665,2.5296936
22457,1.1083984,2.5881958
22458,1.1010742,2.5362244
22459,1.0793457,2.5059204
22460,1.065979,2.4773865
22461,1.0329285,2.4317932
22462,0.98532104,2.3961792
22463,0.96047974,2.3820496
22464,0.9237671,2.367157
22465,0.9338379,2.3572693
22466,0.9696045,2.369995
22467,0.9833069,2.41745
22468,0.9918823,2.4634705
22469,1.0108948,2.4864807
22470,1.0220947,2.4927368
22471,1.0191956,2.5041504
22472,1.0107727,2.5248413
22473,1.0111084,2.5441284
22474,1.0123901,2.5581055
22475,1.0235901,2.5732422
22476,1.0332031,2.572052
22477,1.0387878,2.5604858
22478,1.043396,2.5528564
22479,1.0514221,2.5489197
22480,1.062439,2.5411072
22481,1.074707,2.5341797
22482,1.0906982,2.5414124
22483,1.1104736,2.5552979
22484,1.1296082,2.559204
22485,1.1433411,2.557129
22486,1.1586914,2.5650024
22487,1.1790771,2.5724487
22488,1.1992188,2.573944
22489,1.2153931,2.5765991
22490,1.2311401,2.5797424
22491,1.2417908,2.5661926
22492,1.2499695,2.5505981
22493,1.2605896,2.5515747
22494,1.2680664,2.5516968
22495,1.2659607,2.5301514
22496,1.2667542,2.517273
22497,1.2783508,2.5228577
22498,1.2920837,2.5204773
22499,1.3001099,2.5086975
22500,1.3080139,2.5060425
22501,1.3207703,2.5153503
22502,1.3252563,2.497223
22503,1.3199158,2.4619446
22504,1.3165283,2.4415588
22505,1.3085938,2.4390259
