Grid_ID,Temperature_Difference_Mid_Century,Temperature_Difference_End_of_Century
43640,0.75338745,2.8304749
43641,0.7732544,2.8211975
43642,0.7991028,2.8098755
43643,0.81411743,2.7601318
43644,0.83380127,2.733551
43645,0.8557739,2.730713
43646,0.86068726,2.6842651
43647,0.85720825,2.6270142
43648,0.8583069,2.5922241
43649,0.85183716,2.515808
43650,0.8374939,2.422058
43651,0.8366394,2.3985596
43652,0.8354492,2.3782654
43653,0.8140259,2.3027954
43654,0.7969971,2.2557678
43655,0.80236816,2.258667
43656,0.8052063,2.2548218
43657,0.811676,2.2847595
43658,0.83639526,2.3552551
43659,0.8612366,2.3720703
43660,0.8769531,2.3510437
43661,0.9013672,2.3935547
43662,0.932251,2.466339
43663,0.94659424,2.500946
43664,0.9510193,2.5278015
43665,0.9624939,2.5404053
43666,0.97494507,2.5104065
43667,0.974823,2.5305786
43668,0.971344,2.6657715
43669,0.9720154,2.791687
43670,0.9848938,2.8503723
43671,1.0612183,3.290741
43672,1.1043701,3.5775452
43673,1.2460327,4.030792
43674,1.2192688,3.9833374
43675,1.079834,3.4474792
43676,1.1346436,3.681366
43677,1.3521118,4.2911987
43678,1.5955505,4.4954834
43679,1.6352539,4.45047
43680,1.4128113,3.7226562
43681,1.2078247,2.9721985
43682,1.0561218,2.5523376
43683,1.0460205,2.5278015
43684,1.0573425,2.582306
43685,1.0519409,2.633728
43686,1.0537109,2.5464783
43687,1.0555115,2.4782104
43688,1.066803,2.472351
43689,1.0594788,2.4413757
43690,1.0571289,2.4082031
43691,1.054718,2.4039307
43692,1.0522461,2.3502197
43693,1.0718079,2.377716
43694,1.0770874,2.3485107
43695,1.0649414,2.3200073
43696,1.0543213,2.3163452
43697,1.0467224,2.3308105
43698,1.0441284,2.3295288
43699,1.039917,2.3387756
43700,1.0557861,2.3692322
43701,1.0686951,2.3864136
43702,1.0762024,2.3799744
43703,1.0679626,2.365387
43704,1.0601807,2.354889
43705,1.061676,2.3399658
43706,1.0596924,2.314911
43707,1.043396,2.288391
43708,1.0351868,2.2754517
43709,1.0406189,2.2655334
43710,1.0312805,2.2363281
43711,1.0141602,2.2034912
43712,1.0121155,2.1895752
43713,1.0089722,2.168518
43714,0.98861694,2.1284485
43715,0.98617554,2.113037
43716,0.9984436,2.114441
43717,0.98776245,2.093628
43718,0.9691162,2.0581055
43719,0.96014404,2.024475
43720,0.94989014,1.990509
43721,0.94277954,1.9681702
43722,0.9479065,1.9631348
43723,0.9428711,1.9413757
43724,0.9326477,1.9188843
43725,0.94088745,1.915741
43726,0.9485779,1.9136047
43727,0.94192505,1.8985901
43728,0.9490967,1.8918762
43729,0.9666443,1.8937073
43730,0.97021484,1.8912048
43731,0.9736023,1.8888245
43732,0.9838867,1.8977966
43733,0.9812927,1.9162598
43734,0.9807739,1.9385986
43735,0.9894409,1.9595032
43736,0.99276733,1.9845886
43737,0.99557495,2.028473
43738,1.0077515,2.0680237
43739,1.019928,2.087555
43740,1.0276489,2.1294556
43741,1.052002,2.1947327
43742,1.0733643,2.2407837
43743,1.092804,2.2920837
43744,1.1303711,2.3795776
43745,1.1685791,2.4573364
43746,1.1962891,2.5220642
43747,1.2341614,2.6141968
43748,1.2758484,2.7184143
43749,1.3013,2.787506
43750,1.3314209,2.8639526
43751,1.3678284,2.9453735
43752,1.3988953,3.0212708
43753,1.4317627,3.1230164
43754,1.4480286,3.2158813
43755,1.4780579,3.321869
43756,1.5881653,3.5105286
43757,1.7498169,3.8147888
43758,1.6987305,3.8606873
43759,1.2796326,3.5056152
43760,1.1670837,3.553955
43761,1.1603394,3.7412415
43762,1.1013184,3.77182
43763,1.0820618,3.8093872
43764,1.1154785,3.9490051
43765,1.0873108,4.052368
43766,1.0734863,4.1387024
43767,1.1194153,4.2459106
43768,1.1081238,4.262085
43769,1.0510254,4.1958313
43770,1.0375977,4.1555786
43771,0.96533203,4.0242615
43772,0.8599243,3.760437
43773,0.81103516,3.6041565
43774,0.8173218,3.4577332
43775,0.71417236,3.301056
43776,0.91363525,3.4258728
43777,0.9029236,3.323822
43778,0.9102478,3.3977966
43779,0.88842773,3.467041
43780,0.8790283,3.461609
43781,0.84420776,3.3858337
43782,0.82336426,3.3526917
43783,0.8033142,3.3361816
43784,0.74884033,3.294403
43785,0.76156616,3.3407593
43786,0.95440674,3.6150818
43787,1.076294,3.7911987
43788,1.0872803,3.8555908
43789,1.0827942,3.838501
43790,1.0628967,3.8022156
43791,1.0255737,3.7139893
43792,1.0073547,3.6521912
43793,0.9786377,3.5727234
43794,0.9621277,3.4820557
43795,1.0247803,3.5083008
43796,1.0699158,3.5394287
43797,1.0569458,3.5126343
43798,1.0482178,3.5237427
43799,0.99816895,3.5074158
43800,0.99871826,3.5587158
43801,1.090271,3.7164001
43802,1.2354431,3.9247437
43803,1.2953796,3.9613647
43804,1.2995605,3.953308
43805,1.3071289,3.9429932
43806,1.303894,3.8819275
43807,1.2576904,3.782196
43808,1.1958008,3.7182617
43809,1.0928345,3.6345825
43810,1.0131836,3.5791626
43811,0.9494934,3.557312
43812,0.8544922,3.5007935
43813,0.8500366,3.5341492
43814,0.8277588,3.5397034
43815,0.7998352,3.5081482
43816,0.9010925,3.5087585
43817,0.9926758,3.4482727
43818,1.0647278,3.1216125
43819,1.029541,2.9418945
43820,1.0218506,2.9365845
43821,0.94906616,3.0341187
43822,0.9581909,3.5444336
43823,1.0162964,3.9017944
43824,1.1914673,4.4538574
43825,1.3309937,4.700775
43826,1.290863,4.5940247
43827,1.0823975,4.2690125
43828,0.9960327,4.10553
43829,0.9324951,3.9118652
43830,1.0816345,3.9406128
43831,1.2437134,4.19104
43832,1.3312683,4.07312
43833,1.3221741,3.8981018
43834,1.321228,3.8101807
43835,1.1523438,3.3708801
43836,1.0949707,3.390564
43837,1.1064758,3.4436035
43838,1.0950928,3.4722595
43839,1.0944214,3.495697
43840,1.0896301,3.5023804
43841,1.0696411,3.4781494
43842,1.0446777,3.4361267
43843,1.0116577,3.404663
43844,0.96591187,3.3516235
43845,0.93881226,3.2721252
43846,0.9437256,3.2266846
43847,0.97052,3.2331543
43848,1.0084534,3.22406
43849,1.0363159,3.205017
43850,1.056488,3.2311401
43851,1.0607605,3.249115
43852,1.0256348,3.2117004
43853,1.0393982,3.361786
43854,1.1506958,3.75531
43855,1.2776184,4.3114014
43856,1.0805664,4.131775
43857,0.8008423,3.9223022
43858,0.76312256,3.952057
43859,1.0089722,4.099365
43860,1.1118774,4.1220093
43861,1.093811,4.0623474
43862,1.1739197,4.129059
43863,1.1029663,4.015503
43864,1.0104675,3.6567078
43865,0.9678955,3.028595
43866,0.9567566,2.9598083
43867,0.9489441,3.0207214
43868,0.96936035,3.0194397
43869,1.0181885,3.029663
43870,1.0107727,3.056427
43871,0.9367981,3.0003967
43872,0.9175415,2.9894104
43873,0.95529175,3.0558777
43874,0.9177246,3.0267334
43875,0.91397095,3.0381165
43876,1.145874,3.3695374
43877,1.4853516,3.915863
43878,1.3132935,3.4196167
43879,1.061615,3.2965088
43880,0.9267578,3.2438354
43881,0.68188477,3.2043457
43882,0.44406128,2.8738708
43883,0.6226196,2.8981628
43884,1.0229797,3.3541565
43885,1.0445862,3.3153687
43886,1.2969666,3.629303
43887,1.1963196,3.6067505
43888,0.8283081,3.2684937
43889,0.694458,3.0259705
43890,0.72320557,2.8166504
43891,0.8405762,2.6880188
43892,0.90722656,2.4866943
43893,0.9908447,2.484253
43894,1.0661926,2.5632324
43895,1.0646362,2.5281677
43896,1.0672607,2.4815674
43897,1.0816345,2.5362854
43898,1.0610046,2.5476685
43899,1.0643921,2.512085
43900,1.1079102,2.56073
43901,1.1018677,2.594818
43902,1.0809631,2.5647888
43903,1.1109619,2.646515
43904,1.1255493,2.9162292
43905,1.2001648,3.2809143
43906,1.1818542,3.1331177
43907,1.1270447,2.7979736
43908,1.0999451,2.6664429
43909,1.0717163,2.6590576
43910,1.0640869,2.6756287
43911,1.0578613,2.6678467
43912,1.0476685,2.671814
43913,1.0409851,2.7026367
43914,1.0359192,2.7122498
43915,1.030365,2.696167
43916,1.0293579,2.702301
43917,1.026123,2.7268066
43918,1.0189514,2.731018
43919,1.0065613,2.7312317
43920,0.98809814,2.7500916
43921,0.9822998,2.7716675
43922,0.98031616,2.7775269
43923,0.9704895,2.7925415
43924,0.9622803,2.8132935
43925,0.96240234,2.8215637
43926,0.9633789,2.82193
43927,0.9526062,2.8269958
43928,0.94140625,2.8250122
43929,0.9386902,2.8247986
43930,0.9411926,2.836914
43931,0.93859863,2.8388062
43932,0.9342346,2.8277283
43933,0.93344116,2.8338013
43934,0.92819214,2.848999
43935,0.91482544,2.8449402
43936,0.90097046,2.834076
43937,0.9031067,2.8426208
43938,0.91259766,2.8484192
43939,0.9129944,2.8502502
43940,0.9110718,2.862915
43941,0.9109802,2.8778076
43942,0.91534424,2.8874817
43943,0.9171448,2.900116
43944,0.91729736,2.9082642
43945,0.9172058,2.910797
43946,0.91690063,2.9262085
43947,0.92181396,2.9441833
43948,0.9272766,2.9516907
43949,0.92944336,2.9631348
43950,0.9281006,2.9777527
43951,0.9205017,2.979187
43952,0.9107971,2.980072
43953,0.89953613,2.986908
43954,0.8905029,2.986267
43955,0.88601685,2.9899292
43956,0.88549805,3.0037537
43957,0.8815613,3.006012
43958,0.87387085,3.0031128
43959,0.8680725,3.014618
43960,0.8604126,3.0240479
43961,0.8435669,3.0188904
43962,0.82388306,3.0197449
43963,0.81274414,3.0243225
43964,0.8066101,3.0251465
43965,0.7946472,3.0325928
43966,0.7807617,3.0407715
43967,0.7782898,3.0403748
43968,0.7785034,3.0489807
43969,0.772522,3.065979
43970,0.76364136,3.0641174
43971,0.7557373,3.0610046
43972,0.7484131,3.0717468
43973,0.73220825,3.0686646
43974,0.7200928,3.0585938
43975,0.71987915,3.067688
43976,0.7166443,3.0803223
43977,0.7082825,3.078827
43978,0.69815063,3.0801697
43979,0.6894226,3.0881653
43980,0.6730957,3.0845642
43981,0.6576233,3.0830383
43982,0.6460266,3.0946655
43983,0.63516235,3.1055908
43984,0.62112427,3.11026
43985,0.60543823,3.1123657
43986,0.59265137,3.111786
43987,0.5855408,3.1166077
43988,0.5758362,3.1211548
43989,0.55792236,3.1266174
43990,0.53881836,3.1392517
43991,0.52459717,3.1512756
43992,0.51272583,3.1553955
43993,0.5003052,3.1577759
43994,0.49713135,3.1601257
43995,0.49816895,3.165985
43996,0.50424194,3.1851196
43997,0.5064697,3.2097168
43998,0.49917603,3.2096863
43999,0.48962402,3.205536
44000,0.48440552,3.21875
44001,0.4812317,3.2171936
44002,0.48135376,3.2069702
44003,0.49179077,3.2182312
44004,0.5045471,3.22583
44005,0.5096741,3.2139282
44006,0.51675415,3.2120972
44007,0.52737427,3.2159424
44008,0.54248047,3.2199707
44009,0.5582886,3.231598
44010,0.57977295,3.2415466
44011,0.60009766,3.231659
44012,0.61691284,3.2182007
44013,0.6319885,3.2051086
44014,0.6489258,3.1689148
44015,0.6611023,3.1383667
44016,0.6748352,3.125885
44017,0.6915283,3.0932922
44018,0.711792,3.0622559
44019,0.7258301,3.0585022
44020,0.72961426,3.0274658
44021,0.73516846,2.990265
44022,0.74902344,2.9941711
44023,0.758728,2.988861
44024,0.7665405,2.9443665
44025,0.7799072,2.9119263
44026,0.78952026,2.8809814
44027,0.7861328,2.7991028
44028,0.78634644,2.7348328
44029,0.79281616,2.7151184
44030,0.7879944,2.669464
44031,0.7731018,2.5846558
44032,0.76815796,2.535431
44033,0.76779175,2.4822388
44034,0.77111816,2.4073792
44035,0.7781067,2.3649902
44036,0.774353,2.3347168
44037,0.7619324,2.2748718
44038,0.7602539,2.2352905
44039,0.7659912,2.2346191
44040,0.76571655,2.2361145
44041,0.7723999,2.247467
44042,0.7955322,2.2794495
44043,0.82266235,2.29776
44044,0.8491821,2.324768
44045,0.8859253,2.4112244
44046,0.9274292,2.4961243
44047,0.9581299,2.5125122
44048,0.9627991,2.4812012
44049,0.9530029,2.4595337
44050,0.96487427,2.5276184
44051,0.9916382,2.725891
44052,1.0054932,2.9714966
44053,1.0508423,3.4180908
44054,1.2087402,3.5598145
44055,1.4335938,4.07312
44056,1.4966125,4.5412903
44057,1.5080872,4.5231934
44058,1.456665,4.3823547
44059,1.4281006,4.0400696
44060,1.640686,4.520752
44061,1.6600342,4.623871
44062,1.6046143,4.362793
44063,1.496521,3.9168396
44064,1.3314209,3.3737488
44065,1.1497498,2.9978943
44066,1.0166931,2.5348206
44067,1.0168152,2.4622803
44068,1.0379028,2.5392456
44069,1.0476685,2.5517883
44070,1.0591125,2.519928
44071,1.0751648,2.520996
44072,1.0823975,2.5510254
44073,1.071106,2.540863
44074,1.065155,2.5195007
44075,1.0749512,2.479248
44076,1.0771179,2.4787292
44077,1.0792236,2.4970703
44078,1.0661011,2.4813538
44079,1.0568237,2.506836
44080,1.0552673,2.50943
44081,1.0691528,2.5202026
44082,1.0774231,2.5179749
44083,1.0871887,2.5031738
44084,1.0783081,2.4326782
44085,1.058197,2.4020386
44086,1.0542603,2.4195862
44087,1.0645447,2.4322815
44088,1.0705261,2.4017334
44089,1.066864,2.359253
44090,1.0647278,2.3506775
44091,1.0602112,2.3428345
44092,1.056427,2.3168335
44093,1.0590515,2.2814026
44094,1.0602417,2.2745972
44095,1.0528564,2.2664795
44096,1.0467529,2.2381592
44097,1.0425415,2.2023315
44098,1.0326843,2.1700745
44099,1.0307922,2.154663
44100,1.0234985,2.1324768
44101,0.99972534,2.0899048
44102,0.9906311,2.0603333
44103,0.9961548,2.0412598
44104,0.98861694,2.0134583
44105,0.9776001,1.9866333
44106,0.97961426,1.9744873
44107,0.9728699,1.9594727
44108,0.9599304,1.9370117
44109,0.96606445,1.9312744
44110,0.9707947,1.9254456
44111,0.9629822,1.9064941
44112,0.9734497,1.8992004
44113,0.9933777,1.9031372
44114,0.9998779,1.8988647
44115,1.007843,1.9021301
44116,1.0188599,1.916687
44117,1.014679,1.9286499
44118,1.0144653,1.9389038
44119,1.0305786,1.9642029
44120,1.0349426,1.9942017
44121,1.0349121,2.0183716
44122,1.0445862,2.0379028
44123,1.0553284,2.075531
44124,1.0599365,2.123413
44125,1.07547,2.1602783
44126,1.0907593,2.1958618
44127,1.1066284,2.2597656
44128,1.1334839,2.3354797
44129,1.1548767,2.3829956
44130,1.1740417,2.4406433
44131,1.2172852,2.54245
44132,1.2668152,2.6365662
44133,1.3014221,2.7130127
44134,1.3348389,2.7965393
44135,1.3617554,2.8849792
44136,1.3821411,2.9660645
44137,1.413971,3.0748596
44138,1.4389648,3.1842957
44139,1.4421387,3.2438965
44140,1.491394,3.356079
44141,1.6249084,3.6325989
44142,1.6911926,3.8580627
44143,1.2694092,3.5317078
44144,1.1930237,3.6167908
44145,1.1879272,3.7573242
44146,1.1841125,3.8020325
44147,1.1764221,3.8310852
44148,1.196106,3.9414368
44149,1.228241,4.0822144
44150,1.226532,4.1727905
44151,1.2637024,4.2651978
44152,1.271698,4.3204346
44153,1.2295837,4.3155212
44154,1.2409363,4.3160706
44155,1.1906128,4.21817
44156,1.1227417,4.0567017
44157,1.0596008,3.8814087
44158,1.0186157,3.7218323
44159,0.9302368,3.5900574
44160,1.0805359,3.6775513
44161,1.0420227,3.5604553
44162,1.0153809,3.5295715
44163,1.04599,3.6619263
44164,1.0588989,3.7008057
44165,1.0352783,3.6509705
44166,0.9824219,3.6325073
44167,0.96151733,3.5957642
44168,0.92388916,3.4978027
44169,0.9847717,3.5855103
44170,1.0968323,3.730194
44171,1.2698059,4.007721
44172,1.2829285,4.038208
44173,1.2596436,4.0222473
44174,1.2144775,4.018585
44175,1.2359924,4.001129
44176,1.2351074,3.9704895
44177,1.2059937,3.8962402
44178,1.1712646,3.7960815
44179,1.1677856,3.7011414
44180,1.230072,3.6896362
44181,1.2775269,3.723999
44182,1.2676697,3.7138367
44183,1.2121582,3.7206726
44184,1.1965637,3.7809753
44185,1.2358093,3.8823242
44186,1.385437,4.069031
44187,1.4388733,4.1260376
44188,1.4169312,4.058258
44189,1.4005737,4.012451
44190,1.4062195,3.982666
44191,1.3594971,3.9302979
44192,1.3205872,3.8769226
44193,1.2364807,3.8092957
44194,1.1234741,3.7207031
44195,1.040863,3.6607666
44196,1.0040588,3.7072449
44197,1.0111084,3.7251282
44198,0.9640503,3.6760864
44199,0.98550415,3.590454
44200,0.95880127,3.4014587
44201,1.022644,3.0861511
44202,1.074707,3.0385437
44203,1.0687256,3.014679
44204,0.99801636,3.017212
44205,0.94348145,3.3591309
44206,1.0267029,3.7413025
44207,1.1264343,4.0849915
44208,1.2906799,4.5559998
44209,1.395874,4.7897034
44210,1.3894653,4.740814
44211,1.316925,4.6280212
44212,1.2683716,4.534485
44213,1.2227478,4.4561157
44214,1.1871948,4.395111
44215,1.1781616,4.245117
44216,1.2969971,4.250305
44217,1.3292847,4.195801
44218,1.3753662,4.1438293
44219,1.3794861,4.0744324
44220,1.354248,3.927124
44221,1.1703186,3.3277588
44222,1.1529541,3.4550781
44223,1.0897522,3.4483948
44224,1.0748901,3.4736938
44225,1.0700684,3.4650574
44226,1.0636902,3.4283752
44227,1.0329285,3.395752
44228,0.98657227,3.367859
44229,0.9623718,3.32193
44230,0.95983887,3.2815552
44231,0.9767151,3.2747803
44232,1.015686,3.2560425
44233,1.045227,3.2380066
44234,1.0563354,3.2737427
44235,1.0472107,3.2864075
44236,1.0234985,3.2843628
44237,1.0787048,3.560028
44238,1.2646179,4.3750916
44239,1.3666687,4.459198
44240,1.088623,4.1375732
44241,0.5864258,3.7283936
44242,0.56866455,3.8950195
44243,0.8426819,4.171875
44244,0.96295166,4.1879272
44245,1.1316528,4.2206726
44246,1.23703,4.2629395
44247,1.1810303,4.112335
44248,1.1468811,3.7363892
44249,1.2108765,3.2507324
44250,1.0129089,3.0779724
44251,0.9706726,3.10083
44252,0.9659424,3.0767212
44253,1.0147095,3.064148
44254,1.0202942,3.0842896
44255,0.96707153,3.0828552
44256,0.93914795,3.0793152
44257,0.963501,3.1020203
44258,0.95077515,3.0711975
44259,0.95925903,3.0804443
44260,1.1244812,3.3144226
44261,1.4508667,3.770813
44262,1.2147217,3.3428345
44263,0.8156128,3.1533203
44264,0.98428345,3.3000183
44265,0.8123779,3.2792664
44266,0.64279175,3.1323547
44267,0.9345703,3.4187622
44268,1.2459106,3.6689453
44269,1.3320007,3.6152039
44270,1.3074036,3.4569397
44271,1.1426392,3.5123596
44272,0.84420776,3.424652
44273,0.68362427,2.9455261
44274,0.88046265,2.728119
44275,0.9812622,2.7044678
44276,0.99868774,2.7311707
44277,1.0427551,2.8087158
44278,1.051178,2.7705383
44279,1.0460815,2.5984192
44280,1.0499878,2.5109253
44281,1.0637817,2.5516663
44282,1.0425415,2.5594788
44283,1.0319824,2.517273
44284,1.0443115,2.5349426
44285,1.0430298,2.5653381
44286,1.0652161,2.544281
44287,1.1097412,2.5674133
44288,1.1077881,2.7623901
44289,1.132904,3.081787
44290,1.1770325,3.1286316
44291,1.120575,2.701233
44292,1.1159363,2.6127625
44293,1.0966187,2.6433716
44294,1.0829773,2.678894
44295,1.0680542,2.6628723
44296,1.0687256,2.6712341
44297,1.0655518,2.7043762
44298,1.0367126,2.6929626
44299,1.0242615,2.6728516
44300,1.0358276,2.6964417
44301,1.0349731,2.721344
44302,1.0197144,2.719452
44303,1.008728,2.7340698
44304,0.992157,2.7575684
44305,0.9729614,2.7548523
44306,0.95962524,2.7435303
44307,0.9529114,2.7596436
44308,0.95339966,2.7808533
44309,0.9624634,2.7887268
44310,0.97787476,2.8121033
44311,0.9735718,2.8329773
44312,0.9621277,2.82901
44313,0.96572876,2.833313
44314,0.97506714,2.860077
44315,0.9758301,2.875824
44316,0.9670105,2.8685303
44317,0.96069336,2.8690186
44318,0.950531,2.8727722
44319,0.9364929,2.8566284
44320,0.9277344,2.8448792
44321,0.9275818,2.8520813
44322,0.9286194,2.8534546
44323,0.9260864,2.854828
44324,0.9262085,2.8709412
44325,0.93270874,2.8897095
44326,0.93756104,2.89917
44327,0.93640137,2.9076233
44328,0.9367981,2.9174805
44329,0.9404907,2.9287415
44330,0.9470215,2.9430847
44331,0.95339966,2.9578857
44332,0.954895,2.9683838
44333,0.9518738,2.9835205
44334,0.94970703,2.9943542
44335,0.9484253,2.9924011
44336,0.9410095,2.9959717
44337,0.9330139,3.0066223
44338,0.9269104,3.0115662
44339,0.9214783,3.0125122
44340,0.91467285,3.0193787
44341,0.90859985,3.0238342
44342,0.90374756,3.0282593
44343,0.8967285,3.034668
44344,0.8888855,3.0370789
44345,0.8812561,3.0355835
44346,0.867157,3.0413513
44347,0.8538208,3.0411072
44348,0.84851074,3.0361328
44349,0.8408203,3.0425415
44350,0.8290405,3.0509338
44351,0.8200989,3.051361
44352,0.81329346,3.0596313
44353,0.80303955,3.0729675
44354,0.78915405,3.0700989
44355,0.78344727,3.0708008
44356,0.7789612,3.0841675
44357,0.7661133,3.0829163
44358,0.75567627,3.0698853
44359,0.7503052,3.0724792
44360,0.7432251,3.0773926
44361,0.73550415,3.0755615
44362,0.7276001,3.0791626
44363,0.71520996,3.0831604
44364,0.70111084,3.084198
44365,0.6913147,3.0926208
44366,0.6838074,3.1018982
44367,0.67559814,3.107605
44368,0.66726685,3.1083984
44369,0.6541443,3.1108093
44370,0.6396179,3.1089172
44371,0.62631226,3.111084
44372,0.6109619,3.1156006
44373,0.5904541,3.118988
44374,0.57092285,3.1334229
44375,0.5586853,3.1539612
44376,0.54571533,3.1601868
44377,0.5260315,3.1549988
44378,0.5151367,3.1504211
44379,0.50805664,3.1418762
44380,0.50408936,3.1700745
44381,0.504303,3.2010193
44382,0.49893188,3.198883
44383,0.48861694,3.191101
44384,0.47857666,3.2051697
44385,0.47540283,3.209015
44386,0.4817505,3.1996155
44387,0.49453735,3.2094116
44388,0.50891113,3.221344
44389,0.520874,3.2239685
44390,0.5382385,3.2434082
44391,0.5560913,3.2662048
44392,0.570343,3.276947
44393,0.58428955,3.2912292
44394,0.6014404,3.3144836
44395,0.6132202,3.3074036
44396,0.62457275,3.3036194
44397,0.6399536,3.308838
44398,0.65682983,3.2940369
44399,0.67007446,3.2844238
44400,0.6866455,3.2925415
44401,0.70791626,3.2980652
44402,0.72821045,3.2738342
44403,0.74713135,3.2676697
44404,0.76312256,3.2471008
44405,0.7739563,3.1928406
44406,0.7817688,3.1499634
44407,0.79156494,3.1271057
44408,0.7923279,3.0779114
44409,0.78671265,3.0227966
44410,0.7702942,2.9655762
44411,0.7509155,2.865326
44412,0.73672485,2.7775574
44413,0.7256775,2.7371826
44414,0.70584106,2.680725
44415,0.6887512,2.5914001
44416,0.6828308,2.5353088
44417,0.6872864,2.5053406
44418,0.7027283,2.4470825
44419,0.70581055,2.374817
44420,0.6999817,2.3168335
44421,0.7015381,2.2702332
44422,0.71661377,2.2352295
44423,0.72473145,2.2109375
44424,0.7261658,2.1965637
44425,0.7442627,2.200592
44426,0.77072144,2.2254944
44427,0.7975464,2.2774353
44428,0.84677124,2.3815613
44429,0.90286255,2.4963684
44430,0.934845,2.5335999
44431,0.96087646,2.5085144
44432,0.9844055,2.506134
44433,0.99539185,2.5901794
44434,1.0202637,2.7973328
44435,1.1217651,3.424652
44436,1.1482239,3.6617432
44437,1.2197876,3.922058
44438,1.3994751,4.10376
44439,1.6391602,4.532776
44440,1.7283936,4.610321
44441,1.5651855,4.178955
44442,1.4860535,3.6908264
44443,1.3999939,3.6675415
44444,1.1949463,4.0397034
44445,1.2163696,4.038452
44446,1.194519,3.7388
44447,1.3210144,3.6106262
44448,1.2937927,3.5497131
44449,1.2224121,3.3404846
44450,1.0333557,2.765503
44451,1.0200195,2.5749817
44452,1.0498962,2.6134644
44453,1.0543213,2.6447754
44454,1.0366516,2.6280518
44455,1.0481873,2.631012
44456,1.0709534,2.6469116
44457,1.0668945,2.6606445
44458,1.0585022,2.6959229
44459,1.061554,2.7027893
44460,1.1013794,2.6507263
44461,1.132904,2.7335205
44462,1.106781,2.6237793
44463,1.0811462,2.6421204
44464,1.0617371,2.6588135
44465,1.0687561,2.736847
44466,1.0881653,2.810089
44467,1.1773682,2.8947754
44468,1.1052551,2.6254883
44469,1.0699158,2.4972534
44470,1.0596313,2.463501
44471,1.0646667,2.4566956
44472,1.0568237,2.411438
44473,1.0461426,2.373932
44474,1.0567322,2.392334
44475,1.0718689,2.3929138
44476,1.0670471,2.350525
44477,1.0623474,2.3190613
44478,1.0691528,2.3277283
44479,1.0740051,2.3231506
44480,1.0713196,2.2882385
44481,1.0691528,2.2597961
44482,1.0653076,2.235321
44483,1.0613708,2.2103271
44484,1.0498352,2.1742554
44485,1.0357056,2.137085
44486,1.0402832,2.124237
44487,1.0466614,2.1160583
44488,1.0352173,2.0951538
44489,1.0192871,2.062561
44490,1.023529,2.047058
44491,1.0224915,2.0323792
44492,1.0159912,2.0161743
44493,1.0126038,2.0014343
44494,1.007782,1.9809265
44495,1.000061,1.9530334
44496,1.0112305,1.9486084
44497,1.0257874,1.9521484
44498,1.0270386,1.9403076
44499,1.0313416,1.9333496
44500,1.0361938,1.9382935
44501,1.0307007,1.9422913
44502,1.0357971,1.9546509
44503,1.0539856,1.9837646
44504,1.0549927,2.0000305
44505,1.0548706,2.004364
44506,1.0716248,2.0240479
44507,1.0791016,2.064087
44508,1.0800476,2.0965576
44509,1.0895996,2.1208801
44510,1.1010742,2.1562195
44511,1.1080933,2.22052
44512,1.1244507,2.2809143
44513,1.1414795,2.325348
44514,1.1570435,2.3800354
44515,1.1904297,2.4589233
44516,1.2324524,2.5311584
44517,1.2661133,2.6086426
44518,1.3007507,2.705902
44519,1.3284302,2.7921448
44520,1.3443909,2.8755493
44521,1.3760071,2.9856567
44522,1.4167786,3.1083984
44523,1.4365234,3.210846
44524,1.4501953,3.2905273
44525,1.4707947,3.4105225
44526,1.5530701,3.7325134
44527,1.2210388,3.52063
44528,1.2212219,3.689087
44529,1.2597351,3.8368225
44530,1.2467041,3.859558
44531,1.2719116,3.890808
44532,1.325531,3.9990234
44533,1.3776855,4.134552
44534,1.3930969,4.2178345
44535,1.428833,4.321991
44536,1.4256897,4.406616
44537,1.3897705,4.4378967
44538,1.3620605,4.415619
44539,1.3464661,4.3382874
44540,1.2980042,4.230072
44541,1.2316589,4.088196
44542,1.202301,3.9300842
44543,1.1366272,3.8072205
44544,1.2475586,3.8866882
44545,1.1510925,3.7515564
44546,1.1412048,3.7302551
44547,1.1506653,3.7963562
44548,1.2071533,3.8745117
44549,1.2050781,3.8546753
44550,1.1934814,3.865265
44551,1.1805115,3.8590698
44552,1.1378479,3.734253
44553,1.1831055,3.807312
44554,1.2862854,3.9696655
44555,1.3938904,4.1577454
44556,1.3969727,4.1608276
44557,1.349823,4.119171
44558,1.3573914,4.1615295
44559,1.3435974,4.184906
44560,1.3555603,4.1672974
44561,1.3201904,4.07428
44562,1.2494202,3.9273987
44563,1.2093506,3.7826843
44564,1.310669,3.801239
44565,1.4513855,3.929596
44566,1.4877625,4.0039062
44567,1.450592,3.9999084
44568,1.4060364,3.9759216
44569,1.4328308,4.112793
44570,1.5027161,4.241791
44571,1.5646667,4.279663
44572,1.5383301,4.2207947
44573,1.5299072,4.1773987
44574,1.5352783,4.1632385
44575,1.5032349,4.0963135
44576,1.4278564,3.982727
44577,1.3359985,3.9019775
44578,1.270874,3.8789062
44579,1.2112122,3.887848
44580,1.1797485,3.9196167
44581,1.1247864,3.861969
44582,1.1474609,3.8134766
44583,1.12854,3.638733
44584,1.0714722,3.1414795
44585,1.0761719,2.965454
44586,1.0947571,2.9822693
44587,1.0516052,3.0874329
44588,1.026062,3.3602905
44589,0.9944153,3.6330261
44590,1.1238403,3.9755554
44591,1.210144,4.289856
44592,1.3319702,4.7093506
